,type,feature_extractor,epoch,dataset,split,metric,value
43,trained,unfrozen,1999,Phoenix-v5,validation,recall,0
44,trained,unfrozen,1999,Phoenix-v5,validation,f1score,0
45,trained,unfrozen,1999,Phoenix-v5,validation,specificity,0
46,trained,unfrozen,1999,Phoenix-v5,validation,auc,0
47,trained,unfrozen,1999,Phoenix-v5,validation,iou,0
48,trained,unfrozen,1999,Qbert-v5,train,loss,0.014160033443072473
49,trained,unfrozen,1999,Qbert-v5,train,accuracy,0
50,trained,unfrozen,1999,Qbert-v5,train,precision,0
51,trained,unfrozen,1999,Qbert-v5,train,recall,0
52,trained,unfrozen,1999,Qbert-v5,train,f1score,0
53,trained,unfrozen,1999,Qbert-v5,train,specificity,0
54,trained,unfrozen,1999,Qbert-v5,train,auc,0
55,trained,unfrozen,1999,Qbert-v5,train,iou,0
56,trained,unfrozen,1999,Qbert-v5,validation,loss,0.014092751449117294
57,trained,unfrozen,1999,Qbert-v5,validation,accuracy,0
58,trained,unfrozen,1999,Qbert-v5,validation,precision,0
59,trained,unfrozen,1999,Qbert-v5,validation,recall,0
60,trained,unfrozen,1999,Qbert-v5,validation,f1score,0
61,trained,unfrozen,1999,Qbert-v5,validation,specificity,0
62,trained,unfrozen,1999,Qbert-v5,validation,auc,0
63,trained,unfrozen,1999,Qbert-v5,validation,iou,0
64,trained,unfrozen,3999,Phoenix-v5,train,loss,0.004497408791879568
65,trained,unfrozen,3999,Phoenix-v5,train,accuracy,0
66,trained,unfrozen,3999,Phoenix-v5,train,precision,0
67,trained,unfrozen,3999,Phoenix-v5,train,recall,0
68,trained,unfrozen,3999,Phoenix-v5,train,f1score,0
69,trained,unfrozen,3999,Phoenix-v5,train,specificity,0
70,trained,unfrozen,3999,Phoenix-v5,train,auc,0
71,trained,unfrozen,3999,Phoenix-v5,train,iou,0
72,trained,unfrozen,3999,Phoenix-v5,validation,loss,0.004508202193392208
73,trained,unfrozen,3999,Phoenix-v5,validation,accuracy,0
74,trained,unfrozen,3999,Phoenix-v5,validation,precision,0
75,trained,unfrozen,3999,Phoenix-v5,validation,recall,0
76,trained,unfrozen,3999,Phoenix-v5,validation,f1score,0
77,trained,unfrozen,3999,Phoenix-v5,validation,specificity,0
78,trained,unfrozen,3999,Phoenix-v5,validation,auc,0
79,trained,unfrozen,3999,Phoenix-v5,validation,iou,0
80,trained,unfrozen,3999,Qbert-v5,train,loss,0.009588449096673933
81,trained,unfrozen,3999,Qbert-v5,train,accuracy,0
82,trained,unfrozen,3999,Qbert-v5,train,precision,0
83,trained,unfrozen,3999,Qbert-v5,train,recall,0
84,trained,unfrozen,3999,Qbert-v5,train,f1score,0
85,trained,unfrozen,3999,Qbert-v5,train,specificity,0
86,trained,unfrozen,3999,Qbert-v5,train,auc,0
87,trained,unfrozen,3999,Qbert-v5,train,iou,0
88,trained,unfrozen,3999,Qbert-v5,validation,loss,0.00951533940835641
89,trained,unfrozen,3999,Qbert-v5,validation,accuracy,0
90,trained,unfrozen,3999,Qbert-v5,validation,precision,0
91,trained,unfrozen,3999,Qbert-v5,validation,recall,0
92,trained,unfrozen,3999,Qbert-v5,validation,f1score,0
93,trained,unfrozen,3999,Qbert-v5,validation,specificity,0
94,trained,unfrozen,3999,Qbert-v5,validation,auc,0
95,trained,unfrozen,3999,Qbert-v5,validation,iou,0
96,trained,unfrozen,5999,Phoenix-v5,train,loss,0.004232197359900023
97,trained,unfrozen,5999,Phoenix-v5,train,accuracy,0
98,trained,unfrozen,5999,Phoenix-v5,train,precision,0
99,trained,unfrozen,5999,Phoenix-v5,train,recall,0
100,trained,unfrozen,5999,Phoenix-v5,train,f1score,0
101,trained,unfrozen,5999,Phoenix-v5,train,specificity,0
102,trained,unfrozen,5999,Phoenix-v5,train,auc,0
103,trained,unfrozen,5999,Phoenix-v5,train,iou,0
104,trained,unfrozen,5999,Phoenix-v5,validation,loss,0.004246960514137754
105,trained,unfrozen,5999,Phoenix-v5,validation,accuracy,0
106,trained,unfrozen,5999,Phoenix-v5,validation,precision,0
107,trained,unfrozen,5999,Phoenix-v5,validation,recall,0
108,trained,unfrozen,5999,Phoenix-v5,validation,f1score,0
109,trained,unfrozen,5999,Phoenix-v5,validation,specificity,0
110,trained,unfrozen,5999,Phoenix-v5,validation,auc,0
111,trained,unfrozen,5999,Phoenix-v5,validation,iou,0
112,trained,unfrozen,5999,Qbert-v5,train,loss,0.00792781389174573
113,trained,unfrozen,5999,Qbert-v5,train,accuracy,0
114,trained,unfrozen,5999,Qbert-v5,train,precision,0
115,trained,unfrozen,5999,Qbert-v5,train,recall,0
116,trained,unfrozen,5999,Qbert-v5,train,f1score,0
117,trained,unfrozen,5999,Qbert-v5,train,specificity,0
118,trained,unfrozen,5999,Qbert-v5,train,auc,0
119,trained,unfrozen,5999,Qbert-v5,train,iou,0
120,trained,unfrozen,5999,Qbert-v5,validation,loss,0.007850684125262958
121,trained,unfrozen,5999,Qbert-v5,validation,accuracy,0
122,trained,unfrozen,5999,Qbert-v5,validation,precision,0
123,trained,unfrozen,5999,Qbert-v5,validation,recall,0
124,trained,unfrozen,5999,Qbert-v5,validation,f1score,0
125,trained,unfrozen,5999,Qbert-v5,validation,specificity,0
126,trained,unfrozen,5999,Qbert-v5,validation,auc,0
127,trained,unfrozen,5999,Qbert-v5,validation,iou,0
128,trained,unfrozen,7999,Phoenix-v5,train,loss,0.003763748499428625
129,trained,unfrozen,7999,Phoenix-v5,train,accuracy,0
130,trained,unfrozen,7999,Phoenix-v5,train,precision,0
131,trained,unfrozen,7999,Phoenix-v5,train,recall,0
132,trained,unfrozen,7999,Phoenix-v5,train,f1score,0
133,trained,unfrozen,7999,Phoenix-v5,train,specificity,0
134,trained,unfrozen,7999,Phoenix-v5,train,auc,0
135,trained,unfrozen,7999,Phoenix-v5,train,iou,0
136,trained,unfrozen,7999,Phoenix-v5,validation,loss,0.0037914247732260264
137,trained,unfrozen,7999,Phoenix-v5,validation,accuracy,0
138,trained,unfrozen,7999,Phoenix-v5,validation,precision,0
139,trained,unfrozen,7999,Phoenix-v5,validation,recall,0
140,trained,unfrozen,7999,Phoenix-v5,validation,f1score,0
141,trained,unfrozen,7999,Phoenix-v5,validation,specificity,0
142,trained,unfrozen,7999,Phoenix-v5,validation,auc,0
143,trained,unfrozen,7999,Phoenix-v5,validation,iou,0
144,trained,unfrozen,7999,Qbert-v5,train,loss,0.006835035719049368
145,trained,unfrozen,7999,Qbert-v5,train,accuracy,0
146,trained,unfrozen,7999,Qbert-v5,train,precision,0
147,trained,unfrozen,7999,Qbert-v5,train,recall,0
148,trained,unfrozen,7999,Qbert-v5,train,f1score,0
149,trained,unfrozen,7999,Qbert-v5,train,specificity,0
150,trained,unfrozen,7999,Qbert-v5,train,auc,0
151,trained,unfrozen,7999,Qbert-v5,train,iou,0
152,trained,unfrozen,7999,Qbert-v5,validation,loss,0.0067618862367593326
153,trained,unfrozen,7999,Qbert-v5,validation,accuracy,0
154,trained,unfrozen,7999,Qbert-v5,validation,precision,0
155,trained,unfrozen,7999,Qbert-v5,validation,recall,0
156,trained,unfrozen,7999,Qbert-v5,validation,f1score,0
157,trained,unfrozen,7999,Qbert-v5,validation,specificity,0
158,trained,unfrozen,7999,Qbert-v5,validation,auc,0
159,trained,unfrozen,7999,Qbert-v5,validation,iou,0
160,trained,unfrozen,9999,Phoenix-v5,train,loss,0.00358022322184351
161,trained,unfrozen,9999,Phoenix-v5,train,accuracy,0
162,trained,unfrozen,9999,Phoenix-v5,train,precision,0
163,trained,unfrozen,9999,Phoenix-v5,train,recall,0
164,trained,unfrozen,9999,Phoenix-v5,train,f1score,0
165,trained,unfrozen,9999,Phoenix-v5,train,specificity,0
166,trained,unfrozen,9999,Phoenix-v5,train,auc,0
167,trained,unfrozen,9999,Phoenix-v5,train,iou,0
168,trained,unfrozen,9999,Phoenix-v5,validation,loss,0.0036074823256058153
169,trained,unfrozen,9999,Phoenix-v5,validation,accuracy,0
170,trained,unfrozen,9999,Phoenix-v5,validation,precision,0
171,trained,unfrozen,9999,Phoenix-v5,validation,recall,0
172,trained,unfrozen,9999,Phoenix-v5,validation,f1score,0
173,trained,unfrozen,9999,Phoenix-v5,validation,specificity,0
174,trained,unfrozen,9999,Phoenix-v5,validation,auc,0
175,trained,unfrozen,9999,Phoenix-v5,validation,iou,0
176,trained,unfrozen,9999,Qbert-v5,train,loss,0.006431202590285754
177,trained,unfrozen,9999,Qbert-v5,train,accuracy,0
178,trained,unfrozen,9999,Qbert-v5,train,precision,0
179,trained,unfrozen,9999,Qbert-v5,train,recall,0
180,trained,unfrozen,9999,Qbert-v5,train,f1score,0
181,trained,unfrozen,9999,Qbert-v5,train,specificity,0
182,trained,unfrozen,9999,Qbert-v5,train,auc,0
183,trained,unfrozen,9999,Qbert-v5,train,iou,0
184,trained,unfrozen,9999,Qbert-v5,validation,loss,0.00636515340839441
185,trained,unfrozen,9999,Qbert-v5,validation,accuracy,0
186,trained,unfrozen,9999,Qbert-v5,validation,precision,0
187,trained,unfrozen,9999,Qbert-v5,validation,recall,0
188,trained,unfrozen,9999,Qbert-v5,validation,f1score,0
189,trained,unfrozen,9999,Qbert-v5,validation,specificity,0
190,trained,unfrozen,9999,Qbert-v5,validation,auc,0
191,trained,unfrozen,9999,Qbert-v5,validation,iou,0
192,trained,unfrozen,11999,Phoenix-v5,train,loss,0.0034436501342648635
193,trained,unfrozen,11999,Phoenix-v5,train,accuracy,0
194,trained,unfrozen,11999,Phoenix-v5,train,precision,0
195,trained,unfrozen,11999,Phoenix-v5,train,recall,0
196,trained,unfrozen,11999,Phoenix-v5,train,f1score,0
197,trained,unfrozen,11999,Phoenix-v5,train,specificity,0
198,trained,unfrozen,11999,Phoenix-v5,train,auc,0
199,trained,unfrozen,11999,Phoenix-v5,train,iou,0
200,trained,unfrozen,11999,Phoenix-v5,validation,loss,0.003459966741502285
201,trained,unfrozen,11999,Phoenix-v5,validation,accuracy,0
202,trained,unfrozen,11999,Phoenix-v5,validation,precision,0
203,trained,unfrozen,11999,Phoenix-v5,validation,recall,0
204,trained,unfrozen,11999,Phoenix-v5,validation,f1score,0
205,trained,unfrozen,11999,Phoenix-v5,validation,specificity,0
206,trained,unfrozen,11999,Phoenix-v5,validation,auc,0
207,trained,unfrozen,11999,Phoenix-v5,validation,iou,0
208,trained,unfrozen,11999,Qbert-v5,train,loss,0.005852869790025832
209,trained,unfrozen,11999,Qbert-v5,train,accuracy,0
210,trained,unfrozen,11999,Qbert-v5,train,precision,0
211,trained,unfrozen,11999,Qbert-v5,train,recall,0
212,trained,unfrozen,11999,Qbert-v5,train,f1score,0
213,trained,unfrozen,11999,Qbert-v5,train,specificity,0
214,trained,unfrozen,11999,Qbert-v5,train,auc,0
215,trained,unfrozen,11999,Qbert-v5,train,iou,0
216,trained,unfrozen,11999,Qbert-v5,validation,loss,0.005788357992871449
217,trained,unfrozen,11999,Qbert-v5,validation,accuracy,0
218,trained,unfrozen,11999,Qbert-v5,validation,precision,0
219,trained,unfrozen,11999,Qbert-v5,validation,recall,0
220,trained,unfrozen,11999,Qbert-v5,validation,f1score,0
221,trained,unfrozen,11999,Qbert-v5,validation,specificity,0
222,trained,unfrozen,11999,Qbert-v5,validation,auc,0
223,trained,unfrozen,11999,Qbert-v5,validation,iou,0
224,trained,unfrozen,13999,Phoenix-v5,train,loss,0.0034036939975662017
225,trained,unfrozen,13999,Phoenix-v5,train,accuracy,0
226,trained,unfrozen,13999,Phoenix-v5,train,precision,0
227,trained,unfrozen,13999,Phoenix-v5,train,recall,0
228,trained,unfrozen,13999,Phoenix-v5,train,f1score,0
229,trained,unfrozen,13999,Phoenix-v5,train,specificity,0
230,trained,unfrozen,13999,Phoenix-v5,train,auc,0
231,trained,unfrozen,13999,Phoenix-v5,train,iou,0
232,trained,unfrozen,13999,Phoenix-v5,validation,loss,0.0034302649910387117
233,trained,unfrozen,13999,Phoenix-v5,validation,accuracy,0
234,trained,unfrozen,13999,Phoenix-v5,validation,precision,0
235,trained,unfrozen,13999,Phoenix-v5,validation,recall,0
236,trained,unfrozen,13999,Phoenix-v5,validation,f1score,0
237,trained,unfrozen,13999,Phoenix-v5,validation,specificity,0
238,trained,unfrozen,13999,Phoenix-v5,validation,auc,0
239,trained,unfrozen,13999,Phoenix-v5,validation,iou,0
240,trained,unfrozen,13999,Qbert-v5,train,loss,0.004878320539744146
241,trained,unfrozen,13999,Qbert-v5,train,accuracy,0
242,trained,unfrozen,13999,Qbert-v5,train,precision,0
243,trained,unfrozen,13999,Qbert-v5,train,recall,0
244,trained,unfrozen,13999,Qbert-v5,train,f1score,0
245,trained,unfrozen,13999,Qbert-v5,train,specificity,0
246,trained,unfrozen,13999,Qbert-v5,train,auc,0
247,trained,unfrozen,13999,Qbert-v5,train,iou,0
248,trained,unfrozen,13999,Qbert-v5,validation,loss,0.004826773581309961
249,trained,unfrozen,13999,Qbert-v5,validation,accuracy,0
250,trained,unfrozen,13999,Qbert-v5,validation,precision,0
251,trained,unfrozen,13999,Qbert-v5,validation,recall,0
252,trained,unfrozen,13999,Qbert-v5,validation,f1score,0
253,trained,unfrozen,13999,Qbert-v5,validation,specificity,0
254,trained,unfrozen,13999,Qbert-v5,validation,auc,0
255,trained,unfrozen,13999,Qbert-v5,validation,iou,0
256,trained,unfrozen,15999,Phoenix-v5,train,loss,0.0033365637878427215
257,trained,unfrozen,15999,Phoenix-v5,train,accuracy,0
258,trained,unfrozen,15999,Phoenix-v5,train,precision,0
259,trained,unfrozen,15999,Phoenix-v5,train,recall,0
260,trained,unfrozen,15999,Phoenix-v5,train,f1score,0
261,trained,unfrozen,15999,Phoenix-v5,train,specificity,0
262,trained,unfrozen,15999,Phoenix-v5,train,auc,0
263,trained,unfrozen,15999,Phoenix-v5,train,iou,0
264,trained,unfrozen,15999,Phoenix-v5,validation,loss,0.003388149521924788
265,trained,unfrozen,15999,Phoenix-v5,validation,accuracy,0
266,trained,unfrozen,15999,Phoenix-v5,validation,precision,0
267,trained,unfrozen,15999,Phoenix-v5,validation,recall,0
268,trained,unfrozen,15999,Phoenix-v5,validation,f1score,0
269,trained,unfrozen,15999,Phoenix-v5,validation,specificity,0
270,trained,unfrozen,15999,Phoenix-v5,validation,auc,0
271,trained,unfrozen,15999,Phoenix-v5,validation,iou,0
272,trained,unfrozen,15999,Qbert-v5,train,loss,0.004941335139422171
273,trained,unfrozen,15999,Qbert-v5,train,accuracy,0
274,trained,unfrozen,15999,Qbert-v5,train,precision,0
275,trained,unfrozen,15999,Qbert-v5,train,recall,0
276,trained,unfrozen,15999,Qbert-v5,train,f1score,0
277,trained,unfrozen,15999,Qbert-v5,train,specificity,0
278,trained,unfrozen,15999,Qbert-v5,train,auc,0
279,trained,unfrozen,15999,Qbert-v5,train,iou,0
280,trained,unfrozen,15999,Qbert-v5,validation,loss,0.004885109048336745
281,trained,unfrozen,15999,Qbert-v5,validation,accuracy,0
282,trained,unfrozen,15999,Qbert-v5,validation,precision,0
283,trained,unfrozen,15999,Qbert-v5,validation,recall,0
284,trained,unfrozen,15999,Qbert-v5,validation,f1score,0
285,trained,unfrozen,15999,Qbert-v5,validation,specificity,0
286,trained,unfrozen,15999,Qbert-v5,validation,auc,0
287,trained,unfrozen,15999,Qbert-v5,validation,iou,0
288,trained,unfrozen,17999,Phoenix-v5,train,loss,0.0031566883109716086
289,trained,unfrozen,17999,Phoenix-v5,train,accuracy,0
290,trained,unfrozen,17999,Phoenix-v5,train,precision,0
291,trained,unfrozen,17999,Phoenix-v5,train,recall,0
292,trained,unfrozen,17999,Phoenix-v5,train,f1score,0
293,trained,unfrozen,17999,Phoenix-v5,train,specificity,0
294,trained,unfrozen,17999,Phoenix-v5,train,auc,0
295,trained,unfrozen,17999,Phoenix-v5,train,iou,0
296,trained,unfrozen,17999,Phoenix-v5,validation,loss,0.003204619551979704
297,trained,unfrozen,17999,Phoenix-v5,validation,accuracy,0
298,trained,unfrozen,17999,Phoenix-v5,validation,precision,0
299,trained,unfrozen,17999,Phoenix-v5,validation,recall,0
300,trained,unfrozen,17999,Phoenix-v5,validation,f1score,0
301,trained,unfrozen,17999,Phoenix-v5,validation,specificity,0
302,trained,unfrozen,17999,Phoenix-v5,validation,auc,0
303,trained,unfrozen,17999,Phoenix-v5,validation,iou,0
304,trained,unfrozen,17999,Qbert-v5,train,loss,0.004338288875692254
305,trained,unfrozen,17999,Qbert-v5,train,accuracy,0
306,trained,unfrozen,17999,Qbert-v5,train,precision,0
307,trained,unfrozen,17999,Qbert-v5,train,recall,0
308,trained,unfrozen,17999,Qbert-v5,train,f1score,0
309,trained,unfrozen,17999,Qbert-v5,train,specificity,0
310,trained,unfrozen,17999,Qbert-v5,train,auc,0
311,trained,unfrozen,17999,Qbert-v5,train,iou,0
312,trained,unfrozen,17999,Qbert-v5,validation,loss,0.004282444439685115
313,trained,unfrozen,17999,Qbert-v5,validation,accuracy,0
314,trained,unfrozen,17999,Qbert-v5,validation,precision,0
315,trained,unfrozen,17999,Qbert-v5,validation,recall,0
316,trained,unfrozen,17999,Qbert-v5,validation,f1score,0
317,trained,unfrozen,17999,Qbert-v5,validation,specificity,0
318,trained,unfrozen,17999,Qbert-v5,validation,auc,0
319,trained,unfrozen,17999,Qbert-v5,validation,iou,0
320,trained,unfrozen,19999,Phoenix-v5,train,loss,0.0032675768384017906
321,trained,unfrozen,19999,Phoenix-v5,train,accuracy,0
322,trained,unfrozen,19999,Phoenix-v5,train,precision,0
323,trained,unfrozen,19999,Phoenix-v5,train,recall,0
324,trained,unfrozen,19999,Phoenix-v5,train,f1score,0
325,trained,unfrozen,19999,Phoenix-v5,train,specificity,0
326,trained,unfrozen,19999,Phoenix-v5,train,auc,0
327,trained,unfrozen,19999,Phoenix-v5,train,iou,0
328,trained,unfrozen,19999,Phoenix-v5,validation,loss,0.003290669737907592
329,trained,unfrozen,19999,Phoenix-v5,validation,accuracy,0
330,trained,unfrozen,19999,Phoenix-v5,validation,precision,0
331,trained,unfrozen,19999,Phoenix-v5,validation,recall,0
332,trained,unfrozen,19999,Phoenix-v5,validation,f1score,0
333,trained,unfrozen,19999,Phoenix-v5,validation,specificity,0
334,trained,unfrozen,19999,Phoenix-v5,validation,auc,0
335,trained,unfrozen,19999,Phoenix-v5,validation,iou,0
336,trained,unfrozen,19999,Qbert-v5,train,loss,0.004185351061735403
337,trained,unfrozen,19999,Qbert-v5,train,accuracy,0
338,trained,unfrozen,19999,Qbert-v5,train,precision,0
339,trained,unfrozen,19999,Qbert-v5,train,recall,0
340,trained,unfrozen,19999,Qbert-v5,train,f1score,0
341,trained,unfrozen,19999,Qbert-v5,train,specificity,0
342,trained,unfrozen,19999,Qbert-v5,train,auc,0
343,trained,unfrozen,19999,Qbert-v5,train,iou,0
344,trained,unfrozen,19999,Qbert-v5,validation,loss,0.004136716352345852
345,trained,unfrozen,19999,Qbert-v5,validation,accuracy,0
346,trained,unfrozen,19999,Qbert-v5,validation,precision,0
347,trained,unfrozen,19999,Qbert-v5,validation,recall,0
348,trained,unfrozen,19999,Qbert-v5,validation,f1score,0
349,trained,unfrozen,19999,Qbert-v5,validation,specificity,0
350,trained,unfrozen,19999,Qbert-v5,validation,auc,0
351,trained,unfrozen,19999,Qbert-v5,validation,iou,0
352,trained,unfrozen,21999,Phoenix-v5,train,loss,0.0031446338651458855
353,trained,unfrozen,21999,Phoenix-v5,train,accuracy,0
354,trained,unfrozen,21999,Phoenix-v5,train,precision,0
355,trained,unfrozen,21999,Phoenix-v5,train,recall,0
356,trained,unfrozen,21999,Phoenix-v5,train,f1score,0
357,trained,unfrozen,21999,Phoenix-v5,train,specificity,0
358,trained,unfrozen,21999,Phoenix-v5,train,auc,0
359,trained,unfrozen,21999,Phoenix-v5,train,iou,0
360,trained,unfrozen,21999,Phoenix-v5,validation,loss,0.0031813960085855797
361,trained,unfrozen,21999,Phoenix-v5,validation,accuracy,0
362,trained,unfrozen,21999,Phoenix-v5,validation,precision,0
363,trained,unfrozen,21999,Phoenix-v5,validation,recall,0
364,trained,unfrozen,21999,Phoenix-v5,validation,f1score,0
365,trained,unfrozen,21999,Phoenix-v5,validation,specificity,0
366,trained,unfrozen,21999,Phoenix-v5,validation,auc,0
367,trained,unfrozen,21999,Phoenix-v5,validation,iou,0
368,trained,unfrozen,21999,Qbert-v5,train,loss,0.004139677418708715
369,trained,unfrozen,21999,Qbert-v5,train,accuracy,0
370,trained,unfrozen,21999,Qbert-v5,train,precision,0
371,trained,unfrozen,21999,Qbert-v5,train,recall,0
372,trained,unfrozen,21999,Qbert-v5,train,f1score,0
373,trained,unfrozen,21999,Qbert-v5,train,specificity,0
374,trained,unfrozen,21999,Qbert-v5,train,auc,0
375,trained,unfrozen,21999,Qbert-v5,train,iou,0
376,trained,unfrozen,21999,Qbert-v5,validation,loss,0.00408808237228256
377,trained,unfrozen,21999,Qbert-v5,validation,accuracy,0
378,trained,unfrozen,21999,Qbert-v5,validation,precision,0
379,trained,unfrozen,21999,Qbert-v5,validation,recall,0
380,trained,unfrozen,21999,Qbert-v5,validation,f1score,0
381,trained,unfrozen,21999,Qbert-v5,validation,specificity,0
382,trained,unfrozen,21999,Qbert-v5,validation,auc,0
383,trained,unfrozen,21999,Qbert-v5,validation,iou,0
384,trained,unfrozen,23999,Phoenix-v5,train,loss,0.0030707356169370737
385,trained,unfrozen,23999,Phoenix-v5,train,accuracy,0
386,trained,unfrozen,23999,Phoenix-v5,train,precision,0
387,trained,unfrozen,23999,Phoenix-v5,train,recall,0
388,trained,unfrozen,23999,Phoenix-v5,train,f1score,0
389,trained,unfrozen,23999,Phoenix-v5,train,specificity,0
390,trained,unfrozen,23999,Phoenix-v5,train,auc,0
391,trained,unfrozen,23999,Phoenix-v5,train,iou,0
392,trained,unfrozen,23999,Phoenix-v5,validation,loss,0.003123928006971255
393,trained,unfrozen,23999,Phoenix-v5,validation,accuracy,0
394,trained,unfrozen,23999,Phoenix-v5,validation,precision,0
395,trained,unfrozen,23999,Phoenix-v5,validation,recall,0
396,trained,unfrozen,23999,Phoenix-v5,validation,f1score,0
397,trained,unfrozen,23999,Phoenix-v5,validation,specificity,0
398,trained,unfrozen,23999,Phoenix-v5,validation,auc,0
399,trained,unfrozen,23999,Phoenix-v5,validation,iou,0
400,trained,unfrozen,23999,Qbert-v5,train,loss,0.004332196533331166
401,trained,unfrozen,23999,Qbert-v5,train,accuracy,0
402,trained,unfrozen,23999,Qbert-v5,train,precision,0
403,trained,unfrozen,23999,Qbert-v5,train,recall,0
404,trained,unfrozen,23999,Qbert-v5,train,f1score,0
405,trained,unfrozen,23999,Qbert-v5,train,specificity,0
406,trained,unfrozen,23999,Qbert-v5,train,auc,0
407,trained,unfrozen,23999,Qbert-v5,train,iou,0
408,trained,unfrozen,23999,Qbert-v5,validation,loss,0.004283464159100102
409,trained,unfrozen,23999,Qbert-v5,validation,accuracy,0
410,trained,unfrozen,23999,Qbert-v5,validation,precision,0
411,trained,unfrozen,23999,Qbert-v5,validation,recall,0
412,trained,unfrozen,23999,Qbert-v5,validation,f1score,0
413,trained,unfrozen,23999,Qbert-v5,validation,specificity,0
414,trained,unfrozen,23999,Qbert-v5,validation,auc,0
415,trained,unfrozen,23999,Qbert-v5,validation,iou,0
416,trained,unfrozen,25999,Phoenix-v5,train,loss,0.0032610740174867005
417,trained,unfrozen,25999,Phoenix-v5,train,accuracy,0
418,trained,unfrozen,25999,Phoenix-v5,train,precision,0
419,trained,unfrozen,25999,Phoenix-v5,train,recall,0
420,trained,unfrozen,25999,Phoenix-v5,train,f1score,0
421,trained,unfrozen,25999,Phoenix-v5,train,specificity,0
422,trained,unfrozen,25999,Phoenix-v5,train,auc,0
423,trained,unfrozen,25999,Phoenix-v5,train,iou,0
424,trained,unfrozen,25999,Phoenix-v5,validation,loss,0.0032891597111301962
425,trained,unfrozen,25999,Phoenix-v5,validation,accuracy,0
426,trained,unfrozen,25999,Phoenix-v5,validation,precision,0
427,trained,unfrozen,25999,Phoenix-v5,validation,recall,0
428,trained,unfrozen,25999,Phoenix-v5,validation,f1score,0
429,trained,unfrozen,25999,Phoenix-v5,validation,specificity,0
430,trained,unfrozen,25999,Phoenix-v5,validation,auc,0
431,trained,unfrozen,25999,Phoenix-v5,validation,iou,0
432,trained,unfrozen,25999,Qbert-v5,train,loss,0.004113271031492753
433,trained,unfrozen,25999,Qbert-v5,train,accuracy,0
434,trained,unfrozen,25999,Qbert-v5,train,precision,0
435,trained,unfrozen,25999,Qbert-v5,train,recall,0
436,trained,unfrozen,25999,Qbert-v5,train,f1score,0
437,trained,unfrozen,25999,Qbert-v5,train,specificity,0
438,trained,unfrozen,25999,Qbert-v5,train,auc,0
439,trained,unfrozen,25999,Qbert-v5,train,iou,0
440,trained,unfrozen,25999,Qbert-v5,validation,loss,0.004066998722891395
441,trained,unfrozen,25999,Qbert-v5,validation,accuracy,0
442,trained,unfrozen,25999,Qbert-v5,validation,precision,0
443,trained,unfrozen,25999,Qbert-v5,validation,recall,0
444,trained,unfrozen,25999,Qbert-v5,validation,f1score,0
